t_fit,I_fit,t_data,I_data
0.0,272118.0,0,272118.0
0.02902902902902903,273144.58019455645,1,287975.0
0.05805805805805806,274175.0065496928,2,305223.0
0.0870870870870871,275209.2932603583,3,344282.0
0.11611611611611612,276247.452405288,4,416156.0
0.14514514514514515,277289.49850650394,5,500194.0
0.1741741741741742,278335.44815955614,6,596346.0
0.2032032032032032,279385.31758828345,7,690600.0
0.23223223223223224,280439.1198598665,8,785106.0
0.26126126126126126,281496.86889196414,9,850802.0
0.2902902902902903,282558.57915770204,10,918891.0
0.31931931931931934,283624.26530562155,11,1019428.0
0.3483483483483484,284693.94210426236,12,1108478.0
0.3773773773773774,285767.6242013442,13,1186374.0
0.4064064064064064,286845.3264420367,14,1278564.0
0.43543543543543545,287927.06341111433,15,1355196.0
0.4644644644644645,289012.85030423675,16,1399935.0
0.49349349349349353,290102.70188392396,17,1457997.0
0.5225225225225225,291196.6331750438,18,1497769.0
0.5515515515515516,292294.6592568012,19,1530931.0
0.5805805805805806,293396.7951972176,20,1551032.0
0.6096096096096096,294503.05613493896,21,1558670.0
0.6386386386386387,295613.4572792354,22,1555127.0
0.6676676676676677,296728.0139100016,23,1551692.0
0.6966966966966968,297846.7413691707,24,1541461.0
0.7257257257257258,298969.6549687395,25,1507885.0
0.7547547547547548,300096.7701201869,26,1465306.0
0.7837837837837838,301228.10231932916,27,1414633.0
0.8128128128128128,302363.6671249388,28,1338664.0
0.8418418418418419,303503.4801587447,0,0.0
0.8708708708708709,304647.55710543186,0,0.0
0.8998998998998999,305795.9136929248,0,0.0
0.928928928928929,306948.5656151069,0,0.0
0.957957957957958,308105.52867558657,0,0.0
0.9869869869869871,309266.81874401844,0,0.0
1.016016016016016,310432.45174547646,0,0.0
1.045045045045045,311602.443660454,0,0.0
1.0740740740740742,312776.81052486383,0,0.0
1.103103103103103,313955.5684359956,0,0.0
1.1321321321321323,315138.73356000695,0,0.0
1.1611611611611612,316326.32210966013,0,0.0
1.1901901901901903,317518.35035378614,0,0.0
1.2192192192192193,318714.83461787604,0,0.0
1.2482482482482482,319915.7912840813,0,0.0
1.2772772772772774,321121.2367912135,0,0.0
1.3063063063063063,322331.1876336472,0,0.0
1.3353353353353354,323545.66041130456,0,0.0
1.3643643643643644,324764.6717221247,0,0.0
1.3933933933933935,325988.2382453632,0,0.0
1.4224224224224224,327216.37671749317,0,0.0
1.4514514514514516,328449.10393239534,0,0.0
1.4804804804804805,329686.4367419146,0,0.0
1.5095095095095097,330928.39208670123,0,0.0
1.5385385385385386,332174.98696171655,0,0.0
1.5675675675675675,333426.23840383464,0,0.0
1.5965965965965967,334682.16350928164,0,0.0
1.6256256256256256,335942.77943386073,0,0.0
1.6546546546546548,337208.1033931768,0,0.0
1.6836836836836837,338478.15266286116,0,0.0
1.7127127127127129,339752.9445787963,0,0.0
1.7417417417417418,341032.4965373407,0,0.0
1.770770770770771,342316.82599555346,0,0.0
1.7997997997997999,343605.9504714193,0,0.0
1.828828828828829,344899.88754407293,0,0.0
1.857857857857858,346198.6548540241,0,0.0
1.8868868868868869,347502.2701033823,0,0.0
1.915915915915916,348810.75105608127,0,0.0
1.944944944944945,350124.1155381042,0,0.0
1.9739739739739741,351442.381437708,0,0.0
2.0030030030030033,352765.5667126277,0,0.0
2.032032032032032,354093.6894216429,0,0.0
2.061061061061061,355426.7676594347,0,0.0
2.09009009009009,356764.8195787069,0,0.0
2.1191191191191194,358107.86339667713,0,0.0
2.1481481481481484,359455.91739534005,0,0.0
2.1771771771771773,360808.9999217309,0,0.0
2.206206206206206,362167.1293881887,0,0.0
2.235235235235235,363530.32427261973,0,0.0
2.2642642642642645,364898.6031187606,0,0.0
2.2932932932932935,366271.98453644174,0,0.0
2.3223223223223224,367650.4872018507,0,0.0
2.3513513513513513,369034.1298577955,0,0.0
2.3803803803803807,370422.931313968,0,0.0
2.4094094094094096,371816.91044720693,0,0.0
2.4384384384384385,373216.0862017618,0,0.0
2.4674674674674675,374620.47758955555,0,0.0
2.4964964964964964,376030.1036904484,0,0.0
2.525525525525526,377444.98362378974,0,0.0
2.5545545545545547,378865.1365533607,0,0.0
2.5835835835835836,380290.5817478172,0,0.0
2.6126126126126126,381721.33854381525,0,0.0
2.641641641641642,383157.4263457939,0,0.0
2.670670670670671,384598.8646261887,0,0.0
2.6996996996997,386045.672925645,0,0.0
2.7287287287287287,387497.870853231,0,0.0
2.757757757757758,388955.4780866506,0,0.0
2.786786786786787,390418.514372457,0,0.0
2.815815815815816,391886.9995262658,0,0.0
2.844844844844845,393360.95343296794,0,0.0
2.873873873873874,394840.3960469431,0,0.0
2.902902902902903,396325.3473922726,0,0.0
2.931931931931932,397815.827562953,0,0.0
2.960960960960961,399311.8567231088,0,0.0
2.98998998998999,400813.45510720584,0,0.0
3.0190190190190194,402320.64302026125,0,0.0
3.0480480480480483,403833.4408379949,0,0.0
3.0770770770770772,405351.8690071335,0,0.0
3.106106106106106,406875.94804561813,0,0.0
3.135135135135135,408405.6985427954,0,0.0
3.1641641641641645,409941.1411596301,0,0.0
3.1931931931931934,411482.2966289186,0,0.0
3.2222222222222223,413029.18575550197,0,0.0
3.2512512512512513,414581.82941647875,0,0.0
3.2802802802802806,416140.2485614185,0,0.0
3.3093093093093096,417704.46421257453,0,0.0
3.3383383383383385,419274.49746509717,0,0.0
3.3673673673673674,420850.36948724696,0,0.0
3.396396396396397,422432.1015206075,0,0.0
3.4254254254254257,424019.71488029876,0,0.0
3.4544544544544546,425613.2309551902,0,0.0
3.4834834834834836,427212.6712081136,0,0.0
3.5125125125125125,428818.0571760766,0,0.0
3.541541541541542,430429.4104734313,0,0.0
3.570570570570571,432046.7527976228,0,0.0
3.5995995995995997,433670.10591332585,0,0.0
3.6286286286286287,435299.49165972864,0,0.0
3.657657657657658,436934.9319515435,0,0.0
3.686686686686687,438576.4487792297,0,0.0
3.715715715715716,440224.0642092166,0,0.0
3.744744744744745,441877.8003841262,0,0.0
3.7737737737737738,443537.67952299595,0,0.0
3.802802802802803,445203.7239215019,0,0.0
3.831831831831832,446875.955952181,0,0.0
3.860860860860861,448554.39806465455,0,0.0
3.88988988988989,450239.0727858507,0,0.0
3.9189189189189193,451930.00272022723,0,0.0
3.9479479479479482,453627.21054999455,0,0.0
3.976976976976977,455330.7190353385,0,0.0
4.0060060060060065,457040.55101464316,0,0.0
4.035035035035035,458756.7294246797,0,0.0
4.064064064064064,460479.27722176147,0,0.0
4.093093093093093,462208.2175152814,0,0.0
4.122122122122122,463943.573461102,0,0.0
4.151151151151152,465685.3682947008,0,0.0
4.18018018018018,467433.62533139496,0,0.0
4.2092092092092095,469188.3679665654,0,0.0
4.238238238238239,470949.61967588216,0,0.0
4.267267267267267,472717.4040155295,0,0.0
4.296296296296297,474491.7446224324,0,0.0
4.325325325325325,476272.6652144828,0,0.0
4.354354354354355,478060.1895907666,0,0.0
4.383383383383384,479854.34163179115,0,0.0
4.412412412412412,481655.1452997131,0,0.0
4.441441441441442,483462.6246385673,0,0.0
4.47047047047047,485276.80377449485,0,0.0
4.4994994994995,487097.7069159737,0,0.0
4.528528528528529,488925.3583540473,0,0.0
4.5575575575575575,490759.7824641424,0,0.0
4.586586586586587,492601.0037177014,0,0.0
4.615615615615616,494449.0466607411,0,0.0
4.644644644644645,496303.9359200105,0,0.0
4.673673673673674,498165.6962062102,0,0.0
4.702702702702703,500034.3523142336,0,0.0
4.731731731731732,501909.92912341014,0,0.0
4.760760760760761,503792.45159774803,0,0.0
4.78978978978979,505681.944786178,0,0.0
4.818818818818819,507578.43382279814,0,0.0
4.847847847847848,509481.9439271184,0,0.0
4.876876876876877,511392.5004043069,0,0.0
4.9059059059059065,513310.128645436,0,0.0
4.934934934934935,515234.85412772914,0,0.0
4.963963963963964,517166.7024148088,0,0.0
4.992992992992993,519105.6991569446,0,0.0
5.022022022022022,521051.8700913024,0,0.0
5.051051051051052,523005.24104219367,0,0.0
5.08008008008008,524965.8379213257,0,0.0
5.109109109109109,526933.686728053,0,0.0
5.138138138138139,528908.8135496278,0,0.0
5.167167167167167,530891.2445614529,0,0.0
5.196196196196197,532881.0060273345,0,0.0
5.225225225225225,534878.1242997354,0,0.0
5.2542542542542545,536882.625820029,0,0.0
5.283283283283284,538894.537118754,0,0.0
5.312312312312312,540913.8848158699,0,0.0
5.341341341341342,542940.6956210133,0,0.0
5.37037037037037,544974.9963423116,0,0.0
5.3993993993994,547016.8138856691,0,0.0
5.428428428428429,549066.1752351646,0,0.0
5.4574574574574575,551123.1074656572,0,0.0
5.486486486486487,553187.637743256,0,0.0
5.515515515515516,555259.7933255913,0,0.0
5.544544544544545,557339.6015620851,0,0.0
5.573573573573574,559427.0898942256,0,0.0
5.602602602602603,561522.2858558388,0,0.0
5.631631631631632,563625.2170733646,0,0.0
5.660660660660661,565735.9112661303,0,0.0
5.68968968968969,567854.3962466276,0,0.0
5.718718718718719,569980.699920789,0,0.0
5.747747747747748,572114.8502882654,0,0.0
5.776776776776777,574256.875442705,0,0.0
5.805805805805806,576406.803572032,0,0.0
5.834834834834835,578564.6629587268,0,0.0
5.863863863863864,580730.4819801074,0,0.0
5.892892892892893,582904.2891086108,0,0.0
5.921921921921922,585086.1129120758,0,0.0
5.9509509509509515,587275.9820540263,0,0.0
5.97997997997998,589473.9252939557,0,0.0
6.009009009009009,591679.9714876119,0,0.0
6.038038038038039,593894.1495872835,0,0.0
6.067067067067067,596116.488642086,0,0.0
6.096096096096097,598347.0177982504,0,0.0
6.125125125125125,600585.7662994107,0,0.0
6.1541541541541545,602832.7634852252,0,0.0
6.183183183183184,605088.0387692513,0,0.0
6.212212212212212,607351.6216761125,0,0.0
6.241241241241242,609623.5418361832,0,0.0
6.27027027027027,611903.8289782732,0,0.0
6.2992992992992995,614192.5129299051,0,0.0
6.328328328328329,616489.6236175904,0,0.0
6.357357357357357,618795.1910671078,0,0.0
6.386386386386387,621109.2454037819,0,0.0
6.415415415415416,623431.8168527612,0,0.0
6.444444444444445,625762.9357392981,0,0.0
6.473473473473474,628102.6324890286,0,0.0
6.5025025025025025,630450.9376282527,0,0.0
6.531531531531532,632807.8817842153,0,0.0
6.560560560560561,635173.4956853886,0,0.0
6.58958958958959,637547.8101617524,0,0.0
6.618618618618619,639930.856145079,0,0.0
6.647647647647648,642322.6646692145,0,0.0
6.676676676676677,644723.2668703635,0,0.0
6.705705705705706,647132.693987373,0,0.0
6.734734734734735,649550.9773620174,0,0.0
6.763763763763764,651978.1484392836,0,0.0
6.792792792792794,654414.2387676571,0,0.0
6.821821821821822,656859.2799994084,0,0.0
6.850850850850851,659313.3038908801,0,0.0
6.87987987987988,661776.3423027738,0,0.0
6.908908908908909,664248.4272004393,0,0.0
6.937937937937939,666729.5906541618,0,0.0
6.966966966966967,669219.8648332454,0,0.0
6.9959959959959965,671719.2820024954,0,0.0
7.025025025025025,674227.8745447564,0,0.0
7.054054054054054,676745.6749492867,0,0.0
7.083083083083084,679272.715811467,0,0.0
7.112112112112112,681809.029833082,0,0.0
7.141141141141142,684354.6498226024,0,0.0
7.17017017017017,686909.6086954669,0,0.0
7.1991991991991995,689473.9394743651,0,0.0
7.228228228228229,692047.6752895201,0,0.0
7.257257257257257,694630.8493789715,0,0.0
7.286286286286287,697223.49508886,0,0.0
7.315315315315316,699825.6458737103,0,0.0
7.344344344344345,702437.3352967158,0,0.0
7.373373373373374,705058.5970300244,0,0.0
7.402402402402402,707689.4648550214,0,0.0
7.431431431431432,710329.9726626175,0,0.0
7.460460460460461,712980.1544535325,0,0.0
7.48948948948949,715640.0443385827,0,0.0
7.518518518518519,718309.6765389671,0,0.0
7.5475475475475475,720989.0853865544,0,0.0
7.576576576576577,723678.30532417,0,0.0
7.605605605605606,726377.3709058844,0,0.0
7.634634634634635,729086.3167973001,0,0.0
7.663663663663664,731805.1777758409,0,0.0
7.6926926926926935,734533.9887310402,0,0.0
7.721721721721722,737272.78466483,0,0.0
7.750750750750751,740021.6006915941,0,0.0
7.77977977977978,742780.4720314704,0,0.0
7.808808808808809,745549.4340205248,0,0.0
7.837837837837839,748328.5221113837,0,0.0
7.866866866866867,751117.7718703913,0,0.0
7.8958958958958965,753917.2189778956,0,0.0
7.924924924924925,756726.8992285341,0,0.0
7.953953953953954,759546.8485315219,0,0.0
7.982982982982984,762377.1029109368,0,0.0
8.012012012012013,765217.6985060076,0,0.0
8.04104104104104,768068.6715714008,0,0.0
8.07007007007007,770930.0584775094,0,0.0
8.0990990990991,773801.8957107393,0,0.0
8.128128128128129,776684.2198737983,0,0.0
8.157157157157158,779577.067685985,0,0.0
8.186186186186186,782480.4759834766,0,0.0
8.215215215215215,785394.4817196194,0,0.0
8.244244244244245,788319.1219652162,0,0.0
8.273273273273274,791254.4339088177,0,0.0
8.302302302302303,794200.4548570109,0,0.0
8.331331331331333,797157.2222347104,0,0.0
8.36036036036036,800124.7735854477,0,0.0
8.38938938938939,803103.1465716637,0,0.0
8.418418418418419,806092.3789749973,0,0.0
8.447447447447448,809092.5086965783,0,0.0
8.476476476476478,812103.5737573183,0,0.0
8.505505505505505,815125.6122982024,0,0.0
8.534534534534535,818158.6625805817,0,0.0
8.563563563563564,821202.7629829169,0,0.0
8.592592592592593,824257.951995246,0,0.0
8.621621621621623,827324.2682382858,0,0.0
8.65065065065065,830401.7504549857,0,0.0
8.67967967967968,833490.4375099242,0,0.0
8.70870870870871,836590.3683895932,0,0.0
8.737737737737739,839701.5822026846,0,0.0
8.766766766766768,842824.1181803759,0,0.0
8.795795795795796,845958.0156766166,0,0.0
8.824824824824825,849103.3141684149,0,0.0
8.853853853853854,852260.0532561234,0,0.0
8.882882882882884,855428.272663726,0,0.0
8.911911911911913,858608.0122391242,0,0.0
8.94094094094094,861799.3119544246,0,0.0
8.96996996996997,865002.2119062258,0,0.0
8.998998998999,868216.7523159048,0,0.0
9.028028028028029,871442.9735299051,0,0.0
9.057057057057058,874680.9160200232,0,0.0
9.086086086086086,877930.6203836967,0,0.0
9.115115115115115,881192.1273442927,0,0.0
9.144144144144144,884465.4777513936,0,0.0
9.173173173173174,887750.7125810868,0,0.0
9.202202202202203,891047.872936252,0,0.0
9.231231231231233,894357.0000468495,0,0.0
9.26026026026026,897678.1352702085,0,0.0
9.28928928928929,901011.3200913162,0,0.0
9.318318318318319,904356.5961231054,0,0.0
9.347347347347348,907714.0051270332,0,0.0
9.376376376376378,911083.5889154077,0,0.0
9.405405405405405,914465.3895013083,0,0.0
9.434434434434435,917859.4490088754,0,0.0
9.463463463463464,921265.8096914031,0,0.0
9.492492492492493,924684.5139316184,0,0.0
9.521521521521523,928115.6042419608,0,0.0
9.55055055055055,931559.1232648595,0,0.0
9.57957957957958,935015.1137730139,0,0.0
9.608608608608609,938483.6186696703,0,0.0
9.637637637637638,941964.6809889019,0,0.0
9.666666666666668,945458.3438958871,0,0.0
9.695695695695695,948964.6506871881,0,0.0
9.724724724724725,952483.6447910302,0,0.0
9.753753753753754,956015.3697675795,0,0.0
9.782782782782784,959559.8693092221,0,0.0
9.811811811811813,963117.187240843,0,0.0
9.84084084084084,966687.3675201043,0,0.0
9.86986986986987,970270.4542377247,0,0.0
9.8988988988989,973866.4916177569,0,0.0
9.927927927927929,977475.5240178676,0,0.0
9.956956956956958,981097.5959296154,0,0.0
