Beta,Gamma,Global Beta,Global Gamma,country
0.5698683688822486,0.4578792949845125,0.6049039496715404,0.4892428140669528,USA
0.6446947295744256,0.5194939258868513,0.6049039496715404,0.4892428140669528,ESP
0.6425725426911734,0.5221014881577181,0.6049039496715404,0.4892428140669528,FRA
0.653873338231531,0.47952265784064596,0.6049039496715404,0.4892428140669528,BRA
0.5721289201411707,0.525334435474585,0.6049039496715404,0.4892428140669528,MEX
0.6387851087149953,0.45419479728084905,0.6049039496715404,0.4892428140669528,PRY
0.6213557202528297,0.5364384844874243,0.6049039496715404,0.4892428140669528,ITA
0.6367078216814195,0.45145613905776627,0.6049039496715404,0.4892428140669528,ARG
0.6548917873088542,0.48899786458695055,0.6049039496715404,0.4892428140669528,COL
0.617615732619396,0.4417175491393863,0.6049039496715404,0.4892428140669528,CHL
0.654873658911873,0.4886015278538815,0.6049039496715404,0.4892428140669528,PER
0.5602875052254711,0.46655310074928746,0.6049039496715404,0.4892428140669528,DEU
0.5944127690084048,0.4869283223937967,0.6049039496715404,0.4892428140669528,GBR
0.6277756328379189,0.5336825686497646,0.6049039496715404,0.4892428140669528,IND
0.5717154244612461,0.5243302238244654,0.6049039496715404,0.4892428140669528,JPN
