Beta,Gamma,Global Beta,Global Gamma,country
0.45639618520022773,0.36661071581927157,0.4338587593117521,0.3468134368229212,USA
0.4604196119076403,0.36075772293254355,0.4338587593117521,0.3468134368229212,ESP
0.4593881878580549,0.36256593633344414,0.4338587593117521,0.3468134368229212,FRA
0.45373511212929196,0.32447373361224996,0.4338587593117521,0.3468134368229212,BRA
0.4138199714079872,0.36790740783527853,0.4338587593117521,0.3468134368229212,MEX
0.4543565134446488,0.3249031364844953,0.4338587593117521,0.3468134368229212,PRY
0.44397180185917856,0.3750509203637851,0.4338587593117521,0.3468134368229212,ITA
0.45404488937626386,0.3246154061814938,0.4338587593117521,0.3468134368229212,ARG
0.4538786801779255,0.3246910042549832,0.4338587593117521,0.3468134368229212,COL
0.4534192615064554,0.32435569684304344,0.4338587593117521,0.3468134368229212,CHL
0.4540168280857139,0.3249416417379675,0.4338587593117521,0.3468134368229212,PER
0.4498653682984322,0.3721818273146446,0.4338587593117521,0.3468134368229212,DEU
0.456167964270647,0.36686664894317284,0.4338587593117521,0.3468134368229212,GBR
0.45515981699071134,0.36793327132966297,0.4338587593117521,0.3468134368229212,IND
0.4134587394419004,0.369057343034994,0.4338587593117521,0.3468134368229212,JPN
