Beta,Gamma,Global Beta,Global Gamma,country
0.3182244194425497,0.25224628462485665,0.30834764117196145,0.2504625218352916,USA
0.3151044093420724,0.24316891903578228,0.30834764117196145,0.2504625218352916,ESP
0.3150595772622858,0.24319444672189017,0.30834764117196145,0.2504625218352916,FRA
0.3151950695626284,0.24308536893478103,0.30834764117196145,0.2504625218352916,BRA
0.3016602013149344,0.25744644729945537,0.30834764117196145,0.2504625218352916,MEX
0.3153819602370189,0.2432855561051001,0.30834764117196145,0.2504625218352916,PRY
0.31549415584345636,0.2574541470591417,0.30834764117196145,0.2504625218352916,ITA
0.31532378389433313,0.24323710856995723,0.30834764117196145,0.2504625218352916,ARG
0.3151763350848382,0.243075683718122,0.30834764117196145,0.2504625218352916,COL
0.3150193015001568,0.2429328989117613,0.30834764117196145,0.2504625218352916,CHL
0.31526915762627244,0.24315487528806842,0.30834764117196145,0.2504625218352916,PER
0.31663757028773365,0.2560651687386589,0.30834764117196145,0.2504625218352916,DEU
0.3151408151057383,0.24357913111877205,0.30834764117196145,0.2504625218352916,GBR
0.315529104984293,0.24351700937865936,0.30834764117196145,0.2504625218352916,IND
0.3014374954441098,0.2580046553785527,0.30834764117196145,0.2504625218352916,JPN
