epsilon,converged,peak_error,lag_error,peak_errors_log,lag_errors_log
1e-12,True,0.7296952714941344,11.0,-0.31512826829989554,2.3978952727983707
0.010000000001,False,0.6071812847394025,1.000000000001,-0.49892787560991736,1.000088900581841e-12
0.020000000001,False,0.7411556149690873,3.000000000001,-0.2995446690284508,1.098612288668443
0.030000000000999998,False,0.4807290842585724,2.000000000001,-0.7324514019421111,0.6931471805604453
0.040000000001,False,0.3391299079752074,1.000000000001,-1.0813720356412497,1.000088900581841e-12
0.050000000001,False,0.4896980062564955,1e-12,-0.7139663916391158,-27.631021115928547
0.060000000000999996,False,0.008640496922244277,1.000000000001,-4.751295183671405,1.000088900581841e-12
0.07000000000100001,False,0.021999340724403006,1e-12,-3.8167427931454334,-27.631021115928547
0.08000000000100001,False,0.16697770875521975,1.000000000001,-1.7898949559823638,1.000088900581841e-12
0.090000000001,True,0.0992470716481169,1.000000000001,-2.31014286465498,1.000088900581841e-12
0.10000000000100001,True,0.09902214796203762,1.000000000001,-2.3124117370801573,1.000088900581841e-12
0.110000000001,True,0.10098355731893519,1.000000000001,-2.2927975742164683,1.000088900581841e-12
0.120000000001,True,0.1013659267297693,1.000000000001,-2.289018272601239,1.000088900581841e-12
0.130000000001,True,0.1012191560689478,1.000000000001,-2.290467250822864,1.000088900581841e-12
0.14000000000100002,True,0.10259857148920187,1.000000000001,-2.2769312694495896,1.000088900581841e-12
0.150000000001,True,0.10742179036501814,1.000000000001,-2.2309922276820875,1.000088900581841e-12
0.160000000001,True,0.10714703587311931,1.000000000001,-2.2335532207851854,1.000088900581841e-12
0.17000000000100002,True,0.12237941627984197,1.000000000001,-2.1006290906940257,1.000088900581841e-12
0.180000000001,True,0.12819695865586778,1.000000000001,-2.054187458210141,1.000088900581841e-12
0.190000000001,True,0.13497213831420765,1.000000000001,-2.002686904701301,1.000088900581841e-12
0.20000000000100002,True,0.14261191857109398,1.000000000001,-1.9476281940521378,1.000088900581841e-12
0.210000000001,True,0.1495117659734419,1.000000000001,-1.9003801870847576,1.000088900581841e-12
0.220000000001,True,0.1562281021115213,1.000000000001,-1.8564381466733264,1.000088900581841e-12
0.23000000000100002,True,0.16348852270607953,1.000000000001,-1.811012488625123,1.000088900581841e-12
0.240000000001,True,0.1711518110291758,1.000000000001,-1.7652043325300788,1.000088900581841e-12
0.250000000001,True,0.17724874788900816,1.000000000001,-1.7302011776907147,1.000088900581841e-12
0.260000000001,True,0.17950939676196273,1.000000000001,-1.717527722775181,1.000088900581841e-12
0.270000000001,True,0.182953347432671,1.000000000001,-1.698524090703325,1.000088900581841e-12
0.280000000001,True,0.18537811737698442,2.000000000001,-1.685357662066736,0.6931471805604453
0.29000000000099996,True,0.1901723097386103,2.000000000001,-1.6598247244398707,0.6931471805604453
0.30000000000099997,True,0.19336338992098565,2.000000000001,-1.643184011084683,0.6931471805604453
0.310000000001,True,0.1997586737457866,2.000000000001,-1.610645272270812,0.6931471805604453
0.320000000001,True,0.20449116669193323,2.000000000001,-1.58723049909267,0.6931471805604453
0.330000000001,False,0.19099347000020073,2.000000000001,-1.655516040000571,0.6931471805604453
0.340000000001,True,0.23228726567579094,2.000000000001,-1.4597804591509296,0.6931471805604453
0.350000000001,True,0.2302485528880972,2.000000000001,-1.4685958888258754,0.6931471805604453
0.36000000000099996,False,0.21398786273388,2.000000000001,-1.5418359817655323,0.6931471805604453
0.370000000001,True,0.2768303161086747,2.000000000001,-1.2843505377218865,0.6931471805604453
0.380000000001,True,0.29294800919112646,2.000000000001,-1.2277601287436455,0.6931471805604453
0.390000000001,True,0.31694744924008716,3.000000000001,-1.1490192941149588,1.098612288668443
0.400000000001,True,0.34895666888805127,3.000000000001,-1.052807522401835,1.098612288668443
0.410000000001,True,0.39689675013716547,3.000000000001,-0.9240791073416176,1.098612288668443
0.42000000000099996,True,0.4637800935631738,4.000000000001,-0.768344775385444,1.3862943611201406
0.43000000000099997,True,0.5429973079539648,4.000000000001,-0.6106509167879961,1.3862943611201406
0.440000000001,True,0.633790381127667,5.000000000001,-0.4560370083509466,1.6094379124343003
0.450000000001,True,0.7332140690177429,6.000000000001,-0.31031757468766885,1.7917594692282217
0.460000000001,True,0.8436730774055694,6.000000000001,-0.1699902084707335,1.7917594692282217
0.470000000001,True,0.9698856976219128,7.000000000001,-0.03057705193127528,1.9459101490554562
0.48000000000099996,True,1.111185475581217,8.000000000001,0.10542744144134134,2.079441541679961
0.49000000000099997,True,1.2704370052374339,9.000000000001,0.23936093989430246,2.1972245773363306
0.500000000001,True,1.451617317859617,10.000000000001,0.3726783264727297,2.302585092994146
0.510000000001,True,1.6597118567550884,10.000000000001,0.5066440070336345,2.302585092994146
0.520000000001,True,1.8979679881560299,11.000000000001,0.6407838339527885,2.3978952727984613
0.530000000001,True,2.1736282181696445,12.000000000001,0.7763977612732098,2.484906649788084
0.540000000001,True,2.4933743884454236,13.000000000001,0.9136369691367607,2.5649493574616136
0.550000000001,True,2.861996132512514,14.000000000001,1.0515193298099756,2.63905732961533
0.560000000001,True,3.297986980877849,16.000000000001,1.1933122765486115,2.7725887222398438
0.570000000001,True,3.814684311854007,17.000000000001,1.3388579121261497,2.833213344056275
0.5800000000009999,True,4.42694037954155,18.000000000001,1.4877086861963738,2.89037175789622
0.590000000001,True,5.158689832942998,20.000000000001,1.64068263890891,2.995732273554041
0.600000000001,True,5.965780872233034,21.000000000001,1.7860399559900957,3.0445224377234705
0.610000000001,True,6.7955903768968415,22.000000000001,1.9162739278461047,3.0910424533583614
0.620000000001,True,7.725780458581473,24.000000000001,2.0445628479176823,3.178053830347987
0.630000000001,True,8.72683790786198,25.000000000001,2.1664030943707746,3.2188758248682405
0.640000000001,True,9.727038765919078,27.000000000001,2.274909509272502,3.295836866004366
0.650000000001,True,10.9040878538979,28.000000000001,2.389137751395697,3.3322045101752398
0.660000000001,True,12.267686443543564,30.000000000001,2.506968687035867,3.4011973816621888
0.670000000001,True,14.322853703524258,33.000000000001,2.6618564226510486,3.4965075614665104
0.680000000001,True,16.940736206016165,36.000000000001,2.8297211479027164,3.583518938456138
0.690000000001,True,20.367560421261604,43.000000000001,3.0139434597509345,3.761200115693586
0.700000000001,True,24.744429757248035,119.000000000001,3.208600403371616,4.779123493111538
0.7100000000009999,True,24.74438642163349,118.000000000001,3.208598652042007,4.770684624465673
0.720000000001,True,24.74256780231724,108.000000000001,3.208525153102919,4.682131227124229
0.730000000001,True,24.744332855282057,118.000000000001,3.2085964872516377,4.770684624465673
0.740000000001,True,24.744369439441183,118.000000000001,3.2085979657369252,4.770684624465673
0.750000000001,True,24.742696478338026,108.000000000001,3.2085303536822294,4.682131227124229
0.760000000001,True,24.744329357425546,118.000000000001,3.2085963458917237,4.770684624465673
0.770000000001,True,24.744265285244083,117.000000000001,3.208593756520095,4.762173934797764
0.780000000001,True,24.744239812950998,117.000000000001,3.208592727097483,4.762173934797764
0.790000000001,True,24.74429632356441,117.000000000001,3.2085950108835,4.762173934797764
0.800000000001,True,24.744255399309296,117.000000000001,3.2085933569957343,4.762173934797764
0.810000000001,True,24.742739364508523,108.000000000001,3.208532086966771,4.682131227124229
0.820000000001,True,24.744216483535617,117.000000000001,3.2085917842749696,4.762173934797764
0.830000000001,True,24.744144576840743,116.000000000001,3.2085888782706755,4.753590191106373
0.840000000001,True,24.742837484617382,108.000000000001,3.208536052571099,4.682131227124229
0.850000000001,True,24.742767519403888,108.000000000001,3.208533224871468,4.682131227124229
0.860000000001,True,24.744144166870637,116.000000000001,3.2085888617023066,4.753590191106373
0.870000000001,True,24.74416104301596,116.000000000001,3.2085895437278986,4.753590191106373
0.880000000001,True,24.744197802075778,116.000000000001,3.208591029291804,4.753590191106373
0.890000000001,True,24.7441809240912,116.000000000001,3.2085903471928945,4.753590191106373
0.900000000001,True,24.744213639304245,117.000000000001,3.2085916693296634,4.762173934797764
0.910000000001,True,24.7421218236493,106.000000000001,3.208507128187685,4.663439094112077
0.920000000001,True,24.744124150981328,116.000000000001,3.208588052787791,4.753590191106373
0.930000000001,True,24.744107206991867,116.000000000001,3.208587368019352,4.753590191106373
0.940000000001,True,24.744162946206615,116.000000000001,3.208589620642633,4.753590191106373
0.950000000001,True,24.744141135882696,116.000000000001,3.208588739209158,4.753590191106373
0.9600000000009999,True,24.74261722095286,108.000000000001,3.208527150413249,4.682131227124229
0.970000000001,True,24.744201389095974,116.000000000001,3.208591174255887,4.753590191106373
0.980000000001,True,24.742604139202925,108.000000000001,3.2085266216998445,4.682131227124229
0.990000000001,True,24.742505393940974,107.000000000001,3.208522630791756,4.6728288344619155
1.000000000001,True,24.742605492973244,108.000000000001,3.2085266764139835,4.682131227124229
